MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
311000803,2022-03-31T00:02:25,28.61607,-94.41066,10.9,354.6,357,MANOLATES,IMO9756274,C6DW6,80,0,181,32,7.8,80,A
367685470,2022-03-31T00:01:16,38.42196,-82.59367,0,360,511,CHRIS ARDEN,,WDI3151,31,0,16,,,31,A
316005605,2022-03-31T00:01:32,49.23063,-122.77149,0,223.4,214,BALLANTYNE STRAITS,IMO7391977,CZ5836,31,0,22,7,4,52,A
367558150,2022-03-31T00:01:32,29.91833,-90.14125,0.1,133.5,259,UNCLE SAM,,WDG6543,31,12,21,,,52,A
367513130,2022-03-31T00:01:30,45.61218,-122.64599,0,281.1,511,CHINOOK,,WDG2195,31,0,22,6,,52,A
368076620,2022-03-31T00:01:44,26.05851,-80.1368,0,24.4,177,M/Y MYSTIQUE,IMO9095929,WDK6645,37,5,47,9,2,37,A
367366340,2022-03-31T00:02:15,30.11674,-91.01448,0,169.9,274,MISS SYLVIA,,WDE5412,31,15,20,10,,52,A
338185134,2022-03-31T00:02:01,47.66385,-122.39481,0,360,192,SMOKE,IMO0000000,SMOKE,36,,22,4,,,B
319134400,2022-03-31T00:02:02,18.09177,-65.45852,0.3,94.8,511,ANEMOI,IMO0000000,ZGHG6,36,,37,8,,,B
367608860,2022-03-31T00:02:16,47.95088,-122.29724,0,166.9,159,WSF TOKITAE,IMO9720160,WDH3588,60,0,110,25,5,60,A
368072040,2022-03-31T00:02:06,29.49328,-94.8658,6.8,153.6,156,M/ V COTTLE,,WDK6182,57,12,119,34,3.1,57,A
367186070,2022-03-31T00:02:19,29.33901,-94.76908,15,63.2,511,CAPT STOKES,IMO8964288,WDJ6330,60,0,40,7,2.1,60,A
338130079,2022-03-31T00:02:08,25.69578,-80.26086,0,360,511,MEDUSA,IMO0000000,,37,,23,8,,,B
338070931,2022-03-31T00:02:10,48.99257,-122.75536,0,0,511,EXODUS,IMO0000000,,37,,15,4,,,B
368127180,2022-03-31T00:02:22,29.28507,-94.9515,5.7,81.3,80,MISS SALLY DANE,IMO1001269037,WDL4006,57,12,207,18,3.1,57,A
564702000,2022-03-31T00:02:13,18.24537,-64.62423,10.3,243,240,EPIC CURACAO,IMO9698288,9V2515,80,0,95,15,5.5,80,A
367685470,2022-03-31T00:02:24,38.42201,-82.59368,0.7,329.9,511,CHRIS ARDEN,,WDI3151,31,0,16,,,31,A
368148750,2022-03-31T00:01:13,47.65361,-122.36349,0,198.7,511,TWIN ISLES,IMO0000000,WDL6235,37,,20,6,,,B
367459110,2022-03-31T00:02:31,29.97397,-90.39966,0,211,348,GERALD MAJORS,,WDF5077,31,12,47,14,,31,A
367401290,2022-03-31T00:02:34,29.6116,-94.99102,0.1,266,234,GEORGE,,WDE8076,31,0,30,11,,52,A
538006814,2022-03-31T00:02:41,28.87915,-87.60968,8.4,171,181,CP CHONGQING,IMO9710517,V7IL3,70,0,,,,70,A
367093960,2022-03-31T00:02:44,29.25462,-89.97227,0,273.7,511,MISS JESSICA FAYE,IMO8977728,WDC8845,60,0,34,7,,39,A
367513130,2022-03-31T00:00:20,45.61223,-122.646,0,289.9,511,CHINOOK,,WDG2195,31,0,22,6,,52,A
367366340,2022-03-31T00:01:05,30.11677,-91.0145,0.1,180.1,271,MISS SYLVIA,,WDE5412,31,15,20,10,,52,A
367456350,2022-03-31T00:01:14,35.20292,-90.06031,3.1,354.2,511,JAMES T,,WDF4835,31,15,20,7,,31,A
367496720,2022-03-31T00:02:21,47.33528,-122.58887,0,149.5,511,NEW OREGON,,WDF8614,30,,15,,,,B
367003590,2022-03-31T00:02:23,30.03742,-90.8352,0.1,232.1,350,CSS ATLANTA,,WDC3182,31,12,18,7,,31,A
366916840,2022-03-31T00:02:25,30.1232,-90.91539,0,51.8,511,EULA B DEVALL,IMO8983064,WDB6046,31,0,22,9,,57,A
369109000,2022-03-31T00:02:29,27.81048,-97.29269,10.8,88.9,88,LIBERTY,IMO9601821,WDG3575,31,0,43,18,6.7,57,A
367621940,2022-03-31T00:02:30,27.82737,-97.14688,0.3,356.9,511,SEA OTTER,,WDH4842,31,0,20,,,90,A
367534880,2022-03-31T00:02:21,29.9439,-90.36966,0.1,254.9,511,LOUISIANA HERITAGE,,WDG4280,31,0,19,,,31,A
316013980,2022-03-31T00:02:44,42.88093,-79.24826,0,292.5,1,RADCLIFFE R LATIMER,IMO7711725,VCPK,70,5,226,23,10.2,70,A
338141061,2022-03-31T00:02:22,47.3386,-122.5873,0,32.3,511,PEGASUS,,,37,,22,,,,B
366584000,2022-03-31T00:02:13,28.4137,-80.62126,0,57.1,125,GO SEARCHER,IMO9591648,WDH3015,90,0,51,10,3,70,A
367477950,2022-03-31T00:01:47,26.13473,-80.11908,0.1,251.3,94,LADY DEENA II,,WDF6799,37,5,28,6,,37,A
367456350,2022-03-31T00:02:23,35.20394,-90.06032,3.5,358.6,511,JAMES T,,WDF4835,31,15,20,7,,31,A
367694160,2022-03-31T00:01:48,41.89645,-90.15574,0,305.4,511,CITY OF BUFFALO,,WDI4004,31,15,17,,,0,A
367581980,2022-03-31T00:02:24,29.31435,-94.79316,0.1,228.4,511,MS EMELIE ROSE,IMO9260794,WDG8877,90,0,39,10,3,79,A
368034930,2022-03-31T00:01:20,39.68468,-79.94591,0,360,511,RYAN H,,WDK2376,99,0,14,6,0,99,A
228408700,2022-03-31T00:01:49,29.28562,-93.25428,0.1,73.1,181,LNG ENDEAVOUR,IMO9893606,FMPL,80,1,293,46,9.3,80,A
368149110,2022-03-31T00:02:24,38.18635,-90.33227,0,281.2,511,SCF TRANSPORTER,,WDL6274,31,0,24,10,3,31,A
367568250,2022-03-31T00:01:16,29.65607,-91.03096,0.1,81,511,AUDREY HARRIS,,WDG7534,31,15,14,6,,0,A
367370870,2022-03-31T00:01:29,48.75487,-122.49786,0,0.2,511,SNOW GOOSE,,WDE5729,60,,19,5,,,B
366904380,2022-03-31T00:02:20,33.73609,-78.03309,3.1,186.2,189,COLONEL,IMO7717688,WDB4973,31,0,35,9,4.3,31,A
366995840,2022-03-31T00:02:28,29.74426,-95.09582,0,253.5,136,BIG AL,,WDC2635,31,12,17,6,,52,A
367327970,2022-03-31T00:02:21,37.87392,-87.79906,4.4,105.9,105,THOMAS GOLDING,,WDE2661,31,12,33,9,,57,A
338224000,2022-03-31T00:02:29,47.51196,-122.46496,5.1,348.6,169,DOC MAYNARD,IMO8793316,WDI3125,60,0,30,,,60,A
366823870,2022-03-31T00:02:31,29.81675,-90.00592,0.1,218.9,511,MISS CLO,,WDA5789,60,0,11,4,,30,A
366921840,2022-03-31T00:02:23,27.81376,-97.39622,0,317.8,511,PHILIP K,IMO7502344,WYG6823,31,0,29,9,5,52,A
366951110,2022-03-31T00:02:08,30.09775,-90.90898,5.6,12.2,511,MISS GINGER,,WCP9775,31,0,17,7,,0,A
229446000,2022-03-31T00:02:40,28.82707,-89.42797,9.8,189,195,MINERVA JOY,IMO9363479,9HA3334,80,0,179,32,12.1,81,A
367456680,2022-03-31T00:02:22,41.4299,-88.18135,0,151.4,42,HAMILTON,,WDF4865,31,12,40,10,,57,A
367133160,2022-03-31T00:02:18,20.98816,-157.31655,5.9,138.7,134,TECUMSEH,IMO7511503,WTW9257,31,11,37,10,4.2,32,A
367699920,2022-03-31T00:02:22,29.9246,-89.95268,0.1,210.4,296,HARVEY SBISA,,WDI4563,31,12,26,,,90,A
538008812,2022-03-31T00:02:24,48.41966,-124.40078,11.5,295.3,295,ATLANTIC PRINCE,IMO9874662,V7A2789,80,0,183,32,8.1,80,A
371228000,2022-03-31T00:02:25,32.17202,-79.71522,9.9,246.8,241,MSC PAMELA,IMO9290531,3EBT6,70,0,336,45,15,71,A
367669940,2022-03-31T00:02:25,29.89973,-90.08054,0,257.4,511,AARON CHARLES MCKINN,,WDH9624,31,0,16,6,,31,A
367568250,2022-03-31T00:02:26,29.65612,-91.03096,0.1,63.9,511,AUDREY HARRIS,,WDG7534,31,15,14,6,,0,A
367467010,2022-03-31T00:01:23,29.25413,-89.97341,0,241.2,511,MS MARY,IMO9605748,WDF5767,60,0,48,9,2.5,60,A
368239110,2022-03-31T00:02:27,27.76832,-82.62833,0,248.8,88,GANDY DANCER,IMO123456789,CZA2084,37,0,18,6,2,37,A
367658440,2022-03-31T00:02:34,27.8149,-97.4213,0,217.1,87,CHIP STIEBING,,WDH8481,31,12,23,,,95,A
367526550,2022-03-31T00:01:10,34.35113,-86.2807,0,320.9,511,ST PAUL,,WDG3486,31,12,23,,,57,A
367327970,2022-03-31T00:01:11,37.87412,-87.80083,4.5,90.5,101,THOMAS GOLDING,,WDE2661,31,12,33,9,,57,A
367456680,2022-03-31T00:01:12,41.4299,-88.18136,0,75,43,HAMILTON,,WDF4865,31,12,40,10,,57,A
367301010,2022-03-31T00:01:17,30.00895,-93.97481,0,281.2,244,NATHAN GOLDING,,WDD8656,31,12,22,10,,57,A
368124430,2022-03-31T00:02:18,35.65628,-89.9223,4.4,289.2,511,JOHN D.WALT,,WDL3728,31,0,23,8,3,31,A
367611250,2022-03-31T00:02:19,29.25605,-89.96825,0,53,511,REBEL,IMO8987864,WDH3819,90,0,50,10,3.1,70,A
369970628,2022-03-31T00:02:24,41.57576,-90.40399,0,0,29,MOLINE,,AEMN,31,0,,,,31,A
366995180,2022-03-31T00:02:31,29.36201,-94.91852,0,0,203,APOLLO,IMO8852411,WDC2576,31,5,21,7,,52,A
369970473,2022-03-31T00:02:35,41.32778,-88.75073,0,360,511,LASALLE,,AEIQ,31,0,17,6,,31,A
367015930,2022-03-31T00:01:28,29.24715,-89.98543,0,191.9,511,MISS APRIL,,WDC3896,31,8,17,6,,52,A
366874940,2022-03-31T00:02:46,32.6896,-88.04053,4.4,1.2,342,DANI MAYES,IMO8644400,WDB2348,31,0,20,8,,31,A
338368108,2022-03-31T00:01:32,28.21351,-80.61296,0,40.6,511,IN NO HURRY,IMO0000000,1301953,37,,0,0,,,B
367486980,2022-03-31T00:02:51,27.82606,-97.49499,0,309.4,312,SAVAGE PROMISE,,WDF7678,31,5,20,7,,90,A
338926409,2022-03-31T00:02:11,24.56544,-81.79942,0,8.9,95,CG KATHLEEN MOORE,,NDVB,90,0,46,7,,0,A
367069240,2022-03-31T00:02:12,18.50496,-66.27194,5.5,94.1,96,C F CAMPBELL,IMO7417379,WDC7294,31,11,32,9,4.2,31,A
367614030,2022-03-31T00:02:22,43.3721,-124.21051,0,331.7,511,NORTH BEND,,WDH4086,31,0,20,6,,90,A
338107395,2022-03-31T00:02:02,47.62815,-122.39059,0,360,511,PATTY ANN,IMO0000000,,37,,13,4,,,B
367100410,2022-03-31T00:02:24,18.34278,-64.79209,0.2,190.7,511,BEBE,,WDJ3501,37,,16,4,,,B
338182138,2022-03-31T00:02:06,29.68025,-94.9371,0.1,126.2,511,CENTENNIAL 76,,,30,,11,,,,B
367500460,2022-03-31T00:02:23,30.5158,-91.23937,0,144.6,511,MAC ANDREW MCKINNEY,,WDF8971,31,12,20,8,,52,A
538005679,2022-03-31T00:02:34,18.56882,-68.15203,11.4,342.4,346,SILVER MONIKA,IMO9682344,V7FZ2,80,0,183,32,13.3,80,A
368156330,2022-03-31T00:02:38,40.56186,-80.21831,0,238.3,140,STACY LYNN,,WDL7017,57,12,105,32,0,57,A
367742830,2022-03-31T00:01:00,43.34559,-124.32108,0,59.3,511,CONSTITUTION,,WDI8857,30,,19,5,,,B
636020121,2022-03-31T00:01:04,26.13426,-74.59937,14.3,260.7,255,HLS AMBER,IMO9883819,D5XT8,80,0,228,36,7.8,80,A
366998110,2022-03-31T00:01:05,38.5575,-90.241,0.6,153,42,STEVE RICHOUX,IMO8992613,WDC2820,31,0,25,9,,52,A
368106370,2022-03-31T00:01:14,29.99059,-90.80083,0,115.4,210,SCF ENDEAVOR,,WDK9748,57,12,355,44,2.7,57,A
367585560,2022-03-31T00:01:15,48.53694,-123.01554,0,237.1,511,HENRY ISLAND,,WDG9218,60,5,20,7,,70,A
367549860,2022-03-31T00:01:18,27.94061,-82.44245,0,360,511,DIXIE REBEL,,WDG5748,31,5,19,,,52,A
367310330,2022-03-31T00:02:19,29.26122,-89.3602,0,257.6,511,MISS WYNTER,IMO8977716,WDD9362,60,0,40,7,2,60,A
367642410,2022-03-31T00:02:31,29.89758,-89.99278,0,265.1,511,SETH D SETTOON,,WDH6866,31,0,15,,,90,A
338306884,2022-03-31T00:02:07,47.6292,-122.39036,0.1,360,511,CLARITY,IMO0000000,,37,,10,4,,,B
366943760,2022-03-31T00:02:46,29.58952,-94.8469,0.1,241.7,511,SEA MULE,,WDB7537,31,15,15,6,,52,A
367460360,2022-03-31T00:02:19,29.466,-94.96291,0,302.7,511,MR LANDON,,WDF5184,31,0,18,6,,0,A
367021310,2022-03-31T00:02:24,30.12849,-89.67032,0,262.8,511,ANNETTE CENAC,,WDC4233,31,0,18,7,,52,A
367003410,2022-03-31T00:02:29,30.02238,-89.90794,0.1,251,179,ISIDORE,,WDF2421,31,12,21,8,,57,A
368146120,2022-03-31T00:02:14,48.49139,-122.68057,0,360,511,TGIF,IMO0000000,WDL5964,37,,9,3,,,B
366046000,2022-03-31T00:02:25,47.63008,-122.38099,0,293.4,180,NORTHERN JAEGER,IMO7334826,WNBG,30,0,102,15,7.5,30,A
367097670,2022-03-31T00:02:23,29.58684,-94.84544,0,141.6,511,ARLENE,,WDC9108,31,0,17,7,,52,A
316020868,2022-03-31T00:02:46,49.02489,-123.14812,0,44.1,30,SEASPAN OSPREY,IMO9623128,,31,0,28,12,5.3,52,A
367071220,2022-03-31T00:01:35,47.65749,-122.37964,0,173,511,ATLANTIS,,WDI7529,30,,15,5,,,B
368059450,2022-03-31T00:02:18,47.62859,-122.39279,0,305.9,511,RESISTANCE,IMO0000000,,36,,15,6,,,B
576299000,2022-03-31T00:01:14,29.14292,-90.21462,0,227,159,HOS ACHIEVER,IMO9414163,YJVG4,90,0,131,22,6.8,94,A
367744130,2022-03-31T00:01:42,29.93566,-90.14272,0,164.7,511,TAK I,,WDI8985,31,0,16,6,,79,A
338760000,2022-03-31T00:02:05,28.46153,-78.43816,22.9,312.3,311,ISLA BELLA,IMO9680841,WTOI,70,0,233,32,10.4,71,A
367546880,2022-03-31T00:02:16,29.96584,-90.23346,0.1,276.1,511,LUCILLE BROOKS,,WDG5458,31,0,18,8,,57,A
316001266,2022-03-31T00:02:16,49.16741,-123.93087,2.4,229.8,190,QUINSAM,IMO8111386,VY6800,60,0,86,21,1.8,60,A
538006174,2022-03-31T00:01:18,26.20258,-78.71432,11.5,284.4,285,AP DUBRAVA,IMO9694684,V7KM5,70,0,180,32,10.5,70,A
367458610,2022-03-31T00:01:19,30.85336,-87.95838,0,244,132,TEMPLE HUCKABEE,,WDF5034,31,12,37,10,,52,A
367641620,2022-03-31T00:02:19,37.88162,-87.83317,0.4,120.6,511,A W BAYER,,WDH6788,31,0,14,,,99,A
367528110,2022-03-31T00:01:33,30.14428,-89.64236,0,318.6,511,R J CHERAMIE,,WDG3635,31,5,21,8,,57,A
367171050,2022-03-31T00:01:16,30.51389,-91.22439,0,264.5,511,GEORGE E MARBLE,,WDD6300,31,0,15,6,,52,A
366946850,2022-03-31T00:02:08,27.98687,-97.05608,6.1,157.8,160,MATHEW J SCOTT,,WDI3973,31,0,18,7,,52,A
367379190,2022-03-31T00:01:17,30.37053,-88.56408,0,239.5,511,EAGLE,IMO8207721,WTD4583,31,0,28,11,3.3,52,A
367571770,2022-03-31T00:01:17,27.8241,-97.4352,0,302.6,19,COLT CLARY,,WDG7880,31,12,23,,,57,A
366298000,2022-03-31T00:02:11,47.66342,-122.39096,0,293.1,179,CLIPPER SURPRISE,IMO8856754,WTH4410,30,0,34,9,,30,A
366919170,2022-03-31T00:01:21,37.06227,-88.47885,4.9,74.2,71,CHARLES SOUTHERN,,WY2704,31,0,34,10,,31,A
368142710,2022-03-31T00:02:12,30.04367,-90.48146,0,70.6,511,IRON LADY,,WDL5614,31,12,0,0,9.6,31,A
311728000,2022-03-31T00:02:17,29.99154,-93.93603,0,175.5,293,ERIK SPIRIT,IMO9292515,C6FZ4,80,5,249,43,14.9,80,A
368174490,2022-03-31T00:02:18,30.02384,-90.47594,0,48,511,ROCK SOLID,,WDL8951,31,13,0,0,0,31,A
538006174,2022-03-31T00:02:19,26.2034,-78.71785,11.5,284.3,285,AP DUBRAVA,IMO9694684,V7KM5,70,0,180,32,10.5,70,A
367581670,2022-03-31T00:02:24,29.99247,-90.02285,0,286.2,164,BIG A,,WDG8847,31,0,30,10,,31,A
368025040,2022-03-31T00:00:17,48.7566,-122.50572,0,122.6,511,TRUTINA,IMO0000000,WDJ9334,37,,13,4,,,B
367129640,2022-03-31T00:02:24,36.95127,-89.1036,0,210.9,511,LYDIA MARIE,,WDC2894,31,12,39,10,,32,A
368212230,2022-03-31T00:01:14,30.70734,-88.04332,0,157.2,298,NIKE,,WDM5064,52,15,30,14,0,52,A
368043520,2022-03-31T00:01:12,27.88025,-97.27267,0,355.5,242,CC ARANSAS,IMO9824136,WDK3264,0,0,33,13,6,0,A
367563360,2022-03-31T00:01:13,29.26156,-89.3606,0,229.1,511,DUTCH GIRL,IMO8660088,WDG7047,60,0,37,8,,60,A
367142710,2022-03-31T00:01:17,38.50973,-82.30201,5.1,354.4,355,LEO G LUTGRING,,WDD4290,31,0,43,10,,52,A
316018117,2022-03-31T00:01:33,49.29253,-123.12703,0,224.7,511,MI TAI TAI,,,37,5,23,6,2.5,37,A
319123900,2022-03-31T00:01:18,26.74876,-80.04927,0,254.9,175,ALESSANDRA,IMO9331969,ZGHC3,37,5,47,8,2.3,90,A
316003667,2022-03-31T00:01:37,49.31146,-123.10679,0.1,195.7,511,SEASPAN FALCON,IMO9072393,VG6987,31,0,25,9,2.5,52,A
366943910,2022-03-31T00:01:09,47.54326,-122.63514,4.8,347.7,6,CARLISLE II,,,60,0,18,6,1.8,60,A
338236607,2022-03-31T00:01:52,33.80186,-78.74693,0,168.2,511,INTEGRITY,,,37,,,,,,B
367761240,2022-03-31T00:01:13,47.31689,-122.55874,7.6,148.5,511,MALAIKA,,WDJ2738,37,,,,,,B
367456960,2022-03-31T00:01:52,32.35039,-90.94156,0,291.3,110,SUSAN L STALL,,WDF4893,31,12,39,12,,57,A
367779890,2022-03-31T00:01:19,29.78409,-95.09226,0,307.5,168,MAVERICK J,,WDJ4664,31,12,20,,,57,A
316020869,2022-03-31T00:01:55,49.31036,-123.1071,0.1,235.1,91,SEASPAN KESTREL,IMO9623130,,31,0,25,12,5.3,52,A
366857350,2022-03-31T00:01:28,48.50118,-122.60581,0,0,511,TANI RAE,IMO7324041,WDA8720,30,,25,7,,,B
366982000,2022-03-31T00:02:11,29.27329,-89.34597,2.2,134,345,WHEELER,IMO7923184,AEQZ,90,3,124,23,9,33,A
368188310,2022-03-31T00:02:14,38.64776,-82.86092,2.4,176.5,174,LAURA S,,WDM2459,31,0,42,17,0.6,31,A
338855000,2022-03-31T00:01:13,47.65523,-122.36471,0,137.7,136,PACIFIC TITAN,IMO8962498,WCZ6844,31,11,33,10,,32,A
353511000,2022-03-31T00:01:39,28.91381,-89.33717,0.2,332.4,156,ALAM SAYANG,IMO9651034,H3NE,70,1,199,32,13,70,A
319627000,2022-03-31T00:00:34,29.74109,-95.11456,0,318.1,44,STOLT SNELAND,IMO9352212,ZCTY8,80,5,182,32,11.9,80,A
367758960,2022-03-31T00:00:39,40.24869,-79.91874,5.8,222.5,225,VERNON M WEILAND,IMO8635708,WDJ2501,31,15,24,9,,0,A
367045970,2022-03-31T00:01:16,30.4024,-91.21063,2.6,41.5,36,SARAH D,,WDC5757,31,12,23,8,,52,A
367646810,2022-03-31T00:00:42,29.30839,-94.80212,0,86.6,86,EMERY ZIDELL,IMO9767924,WDH7301,31,5,35,10,,90,A
338926414,2022-03-31T00:01:16,18.45998,-66.11529,0,204.7,274,CG HERIBERTO HERNAND,,NDOB,90,0,46,7,,55,A
366984280,2022-03-31T00:00:45,44.11948,-91.7102,3.8,316.5,511,CORAL DAWN,,WDB9873,31,12,46,12,,57,A
367002630,2022-03-31T00:01:15,30.42392,-88.51335,0,360,511,TIGER POINT,IMO7309467,WX9273,30,15,49,10,,30,A
338162517,2022-03-31T00:01:04,48.00257,-122.22176,0,360,511,OCEAN'S 11,,,37,,18,,,,B
316004370,2022-03-31T00:01:53,43.21486,-79.2099,0,207.3,165,G3 MARQUIS,IMO9613941,XJBO,70,5,225,23,9.5,70,A
368039750,2022-03-31T00:01:13,38.58058,-90.21895,0,336.8,511,PRAIRIE HARVEST,,WDK2871,31,0,22,9,2.9,31,A
338339553,2022-03-31T00:00:18,47.54025,-122.64507,0,152.9,511,ACADIA PEARL,IMO0000000,,36,,13,4,,,B
367299580,2022-03-31T00:01:15,27.85255,-97.17291,0,360,511,COASTAL STAR,,WDD8547,0,15,14,5,0,0,A
368222890,2022-03-31T00:02:16,29.96405,-90.27889,3.5,246.5,250,GREEN WAVE,,WDM6181,57,15,24,10,0,57,A
367362710,2022-03-31T00:00:19,29.93371,-90.35416,0,168.6,266,ARTHUR J CARSON,IMO8842337,WDE5148,31,3,27,9,,57,A
319479000,2022-03-31T00:00:19,29.74821,-95.17083,0,56.5,54,STOLT CONCEPT,IMO9178197,ZCSP2,80,5,176,31,11.9,81,A
367374990,2022-03-31T00:02:20,29.9109,-90.11596,3.4,275.3,511,ALTRO DONNA,,WDF2942,31,0,17,7,,39,A
303585000,2022-03-31T00:01:05,47.64244,-122.34277,0,360,511,VOYAGER,IMO0000000,WDM2014,37,,28,7,,,B
373789000,2022-03-31T00:00:21,48.95304,-123.73098,0.2,97.3,38,CORAL CRYSTAL,IMO9591985,3FVW3,70,1,271,32,14.3,70,A
367769960,2022-03-31T00:00:23,26.09378,-80.17408,0,179.6,511,FAMILY JEWEL,,WDJ3644,37,,23,,,,B
316007571,2022-03-31T00:01:05,48.64688,-123.38116,0.7,251.7,511,PATIENCE,,,36,,,,,,B
338358775,2022-03-31T00:00:00,21.3133,-157.86715,0,360,6,PB HANAKAHI,,,50,0,11,3,0,50,A
538002747,2022-03-31T00:00:35,47.58318,-122.34587,0,312.1,181,CAPE FRANKLIN,IMO9359301,V7LH7,70,5,170,25,9.5,70,A
366963050,2022-03-31T00:00:55,40.64442,-89.61304,0,111.2,216,DALE A HELLER,,WDB8703,31,12,39,13,,57,A
338253346,2022-03-31T00:00:57,18.28792,-65.63246,0,234.6,511,UNFORGETTABLE,,,37,,,,,,B
368075180,2022-03-31T00:01:13,30.0772,-94.07063,0,297.4,511,RICHARD O,IMO0000001,WDK6504,57,12,22,9,2.9,57,A
366874110,2022-03-31T00:01:14,29.68145,-93.02073,0,276.6,511,PETITE,IMO8769810,WDB2268,90,0,22,17,1.7,99,A
367041150,2022-03-31T00:01:14,29.0201,-89.33909,4.2,184.3,511,DIXIE,,WDC5441,31,0,15,6,,52,A
367317630,2022-03-31T00:01:17,30.09186,-94.08858,0,281.3,511,SEA WOLF,,WDD9887,31,0,15,6,,31,A
366710820,2022-03-31T00:01:17,47.56181,-122.62434,0,301.9,319,WSF SEALTH,IMO7808152,WAK7089,60,0,100,23,5.2,60,A
366999652,2022-03-31T00:01:15,48.1397,-123.41404,0,113.5,97,CG ADELIE,,NTRK,90,5,26,5,,55,A
366930000,2022-03-31T00:01:14,29.92421,-90.06123,0,248.7,511,EDWIN N BISSO,IMO7047643,WCW4131,31,0,33,9,4.3,31,A
311646000,2022-03-31T00:01:22,27.66556,-96.058,12.3,266.8,267,ESTHER SPIRIT,IMO9282053,C6FY6,80,0,249,43,14.9,80,A
367139000,2022-03-31T00:01:29,30.4862,-91.75159,0,120.9,350,TOM HENDERSON,,WDM6260,52,12,36,11,2.8,57,A
338107324,2022-03-31T00:01:34,26.08413,-80.13906,0.1,246.9,225,PAID4,,,37,5,,,,37,A
367721570,2022-03-31T00:01:23,48.65325,-123.39396,0,138.5,511,SAMBA,,WDI6722,37,,17,5,,,B
367309420,2022-03-31T00:01:10,46.08923,-122.92861,0,227.8,195,PARAGON,IMO7802627,WDD9285,31,0,30,9,4.1,32,A
338424008,2022-03-31T00:01:10,25.67454,-80.16489,0.4,19.5,511,LA MISTINGUETTE,IMO0000000,,37,,14,4,,,B
338349894,2022-03-31T00:01:10,27.99048,-80.54591,0.4,41.1,511,EVANGELINE,IMO0000000,,36,,13,4,,,B
367148330,2022-03-31T00:00:39,47.5758,-122.18695,0.1,177.5,511,BRIGADOON,IMO0000000,WBD4798,37,,11,4,,,B
366950740,2022-03-31T00:01:46,32.2612,-90.96734,11.7,226.3,228,AMERICAN QUEEN,IMO9084542,WDG2957,60,0,117,25,,60,A
338116454,2022-03-31T00:01:50,30.29362,-87.632,0,304.3,511,LUNA-SEA II,,,37,,11,,,,B
338205376,2022-03-31T00:01:52,47.28006,-122.40071,0.1,192.7,511,AVVENTURA,,,37,,11,3,,,B
368165260,2022-03-31T00:02:13,35.10509,-90.08497,0,229.4,511,CAPT GEORGE B. CUMMI,,WDL7977,31,0,21,8,3,31,A
367762230,2022-03-31T00:02:13,34.34878,-86.28,0.1,19.4,511,JACK ROSE,,WDJ2839,31,0,15,6,,0,A
368164030,2022-03-31T00:01:01,26.08649,-80.18736,0.1,360,511,GG,IMO0000000,WDL7849,37,,31,8,,,B
368150680,2022-03-31T00:02:22,29.68299,-91.1713,0,311.7,511,EMILEE ALEXIS,,WDL6432,57,12,20,7,0,57,A
367504960,2022-03-31T00:02:23,30.77962,-88.06059,0,185.9,107,NATCHEZ EXPRESS,,WDF9419,31,12,26,9,,57,A
368009420,2022-03-31T00:02:23,37.94705,-87.60798,0,285.6,511,BRANTLEY B,,WDJ7715,31,0,16,,,31,A
366749710,2022-03-31T00:02:25,47.60732,-122.42975,17.7,97.4,97,WSF WENATCHEE,IMO9137351,WCY3378,60,5,138,27,5.3,60,A
368129460,2022-03-31T00:02:27,27.84569,-97.22596,0,194.6,227,SIGNET FREEDOM,,WDL4233,57,0,210,18,2.8,57,A
636019582,2022-03-31T00:02:20,48.67032,-125.54381,10,272.6,276,MSC ARICA,IMO9619452,D5VE2,71,0,299,48,12.1,71,A
367605130,2022-03-31T00:02:21,29.96362,-93.86146,0,283.7,152,DAHLI BROOKE,,WDH3184,31,15,20,,,31,A
368071270,2022-03-31T00:02:22,30.16232,-90.99802,0.1,280.2,328,USS LAFAYETTE,IMO8479837,WDK6108,31,0,20,10,3.4,31,A
366938780,2022-03-31T00:01:48,46.62331,-84.75755,10.5,151.2,149,JOHN J BOLAND,IMO7318901,WZE4539,70,0,207,23,9.1,70,A
367712860,2022-03-31T00:02:23,47.52107,-122.30783,0,141.3,353,CAROLYN H,IMO8851053,WDI5873,31,0,20,6,1,31,A
368140750,2022-03-31T00:02:26,30.49754,-91.19336,0,346.3,358,CHARLES BOSTON,IMO1276022,WDL5403,52,12,90,12,0,52,A
367672370,2022-03-31T00:02:30,30.52378,-91.73334,0,260,321,BILL GARVEY,,WDH9868,31,12,25,9,,57,A
316046934,2022-03-31T00:00:17,49.12504,-123.08621,0,337.6,60,ISLAND K'ULUT'A,IMO9900588,CFA3463,60,5,80,17,3.3,60,A
367387350,2022-03-31T00:00:23,25.76531,-80.15823,8.4,272.7,511,ISLAND QUEEN,,WDE6981,60,,20,7,,,B
214182782,2022-03-31T00:00:29,19.1357,-68.67122,8.9,294.4,298,BELEN,IMO9196230,ER2782,70,0,90,14,4.5,70,A
366986840,2022-03-31T00:00:50,44.06007,-91.66816,0,104,191,WHITE ANGEL,,WDC2038,31,0,17,6,,31,A
